,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),holidays,HVM2,HVNM,HVEM,CentralPP,EEBuilding,MSBuilding,LSBuilding,MEBuilding,LGLibrary,StartupB,KumhoHall,CoolingPump123,CoolingPump456,MarriedAptE,Dorm9,AdvancedLight,MSBuildingE,EEBuildingE,LSBuildingE,MEBuildingE,LGLibraryE,CentralPPE,AdvancedLightE,HVNM1,HVNM2,HighVoltageCapacitor,RenewableEnergyBuilding,CollegeB,CollegeDormA,StudentUnion2,ScholarPP,FacultyApt,CollegeC,CentralResearchEquipmentCenter,CollegeA,DasanBuilding,IndustryCollabResearchBuilding,RenewableEnergyBuildingE,CollegeBE,CollegeDormAE,ScholarPPE,StudentUnion2E,FacultyAptE,CollegeCE,CentralResearchEquipmentCenterE,CollegeAE,DasanBuildingE,IndustryCollabResearchBuildingE,SV2,SV5,SV6
690,18,32.6,0.0,2.4,230.0,73,1004.9,1.0,1.18,37.9,1.0,1471.2,1922.5,420.6,121.7,388.5,479.3,520.7,165.3,284.2,39.4,50.2,0.0,0.0,338.1,91.8,752.5,37.5,133.4,76.9,15.7,59.9,102.0,57.4,147.3,2797.6,0.0,1169.0,359.5,161.0,198.9,71.6,88.0,179.2,309.3,70.1,607.6,27.1,140.2,51.9,40.5,26.3,49.6,40.8,40.6,64.4,31.8,76.7,21.1,3358.0,2635.9,815.4
691,19,30.3,0.0,0.4,0.0,80,1005.5,0.1,0.3,33.4,1.0,1502.4,1901.9,453.7,119.0,377.9,476.3,536.1,150.0,261.2,29.7,50.0,0.0,0.0,357.1,68.0,764.5,35.8,125.1,69.3,23.1,62.7,131.5,65.9,151.1,2551.7,337.1,1085.2,333.8,142.9,142.2,71.1,104.3,172.0,317.1,52.0,571.4,34.5,120.7,51.7,40.1,37.5,30.1,35.0,20.7,60.2,25.1,65.5,19.3,3220.75,2519.05,831.9000000000001
692,20,29.9,0.0,0.5,340.0,81,1005.8,0.0,0.07,31.3,1.0,1460.0,1829.3,445.7,122.3,369.9,489.2,477.6,147.1,242.7,42.8,49.7,0.0,0.0,363.7,69.0,717.5,32.4,126.8,69.9,18.4,53.0,114.3,69.3,152.9,2477.6,0.0,1106.3,318.0,148.5,88.6,74.3,99.1,167.6,300.2,44.3,569.3,34.7,113.3,37.2,28.2,44.1,31.0,39.2,20.3,60.5,17.7,64.8,19.2,3161.25,2456.95,812.55
693,21,29.0,0.0,0.7,320.0,84,1006.5,0.0,0.0,29.8,1.0,1518.2,1845.1,436.4,126.8,367.3,484.6,462.2,163.0,258.1,55.5,49.9,0.0,0.0,355.2,65.0,732.6,33.1,130.6,71.8,14.4,46.4,125.8,60.1,158.0,2406.1,0.0,1054.2,302.5,150.2,80.9,69.3,97.5,167.1,268.4,40.8,548.9,34.0,111.5,45.5,35.5,46.1,35.3,26.6,35.0,48.5,16.6,62.6,19.2,3107.1,2400.8500000000004,841.3
694,22,28.7,0.0,0.0,0.0,88,1006.9,0.0,0.0,29.2,1.0,1520.0,1861.4,432.8,118.5,372.0,485.8,513.4,150.0,269.0,29.7,49.4,0.0,0.0,366.0,68.7,756.6,34.8,131.4,68.8,16.6,47.5,125.7,62.1,149.4,2396.9,0.0,1049.2,285.4,157.7,67.7,68.9,89.6,165.6,298.0,33.3,513.5,36.0,107.8,40.0,38.2,45.1,35.3,32.8,32.2,50.8,16.1,60.1,19.3,3118.9,2403.7,840.2
695,23,27.7,0.0,0.1,0.0,94,1006.9,0.0,0.0,28.1,1.0,1485.7,1817.7,437.1,112.2,366.7,469.0,467.2,142.6,242.5,43.6,49.5,0.0,0.0,356.9,67.5,758.2,31.1,124.3,70.6,16.3,37.7,131.9,61.7,154.9,2317.1,0.0,1022.8,287.2,175.8,64.0,74.2,82.5,170.6,271.4,36.5,520.1,33.2,113.9,45.0,33.5,35.1,35.8,24.9,32.7,48.7,17.2,52.8,19.3,3064.05,2349.4,824.15
696,0,27.8,0.0,0.0,0.0,97,1006.5,0.0,0.0,27.6,1.0,1434.3,1767.7,422.7,107.0,368.1,458.7,510.5,135.0,229.9,40.8,49.6,0.0,0.0,350.7,58.2,731.3,29.4,122.6,66.0,10.4,37.8,124.5,62.7,146.9,2287.5,0.0,975.3,290.5,157.0,66.4,74.5,81.8,170.3,272.9,36.8,497.4,30.8,96.6,47.1,29.6,35.8,22.1,24.2,32.9,48.8,21.7,49.5,19.7,2972.45,2295.3999999999996,795.0
697,1,27.3,0.0,0.0,0.0,98,1006.4,0.0,0.0,26.9,1.0,1418.9,1760.1,406.7,100.8,366.8,451.4,454.1,131.5,244.1,32.6,51.9,0.0,0.0,336.8,56.6,721.9,29.4,122.3,65.4,10.3,34.4,109.9,60.4,151.2,2310.9,0.0,1025.1,271.1,144.0,58.3,63.4,64.2,163.8,291.8,33.9,526.5,33.2,96.3,33.0,33.8,33.3,20.5,14.6,19.2,48.4,18.2,58.4,19.4,2976.55,2291.1,791.4499999999999
698,2,26.6,0.0,0.0,0.0,99,1005.8,0.0,0.0,26.3,1.0,1447.7,1705.1,404.2,101.9,348.4,445.2,451.5,149.4,233.8,26.5,51.0,0.0,0.0,328.2,50.3,767.5,25.3,120.5,66.6,15.3,33.6,120.1,59.2,147.3,2263.1,0.0,994.1,276.7,145.3,53.9,66.3,60.2,160.5,312.4,37.0,519.1,32.4,95.8,38.9,30.7,35.1,35.3,14.1,18.0,47.7,18.2,49.0,20.2,2962.1,2242.8,803.5
699,3,26.3,0.0,0.0,0.0,99,1005.6,0.0,0.0,25.8,1.0,1425.8,1697.4,402.3,96.3,349.5,448.9,455.9,149.4,233.3,35.9,50.7,0.0,0.0,293.0,52.8,764.3,22.4,121.0,64.4,12.9,34.0,113.9,60.4,154.9,2173.9,0.0,963.0,263.7,126.2,64.3,61.9,59.9,156.1,319.5,39.2,486.4,31.7,86.3,31.1,22.8,33.2,20.9,12.9,17.9,47.1,17.9,40.3,19.3,2894.95,2193.8,794.8000000000001
700,4,25.9,0.0,0.0,0.0,99,1005.6,0.0,0.0,25.4,1.0,1327.9,1750.1,398.9,100.8,367.4,440.0,504.4,130.7,218.5,30.9,59.7,0.0,0.0,276.0,45.4,698.1,28.8,120.2,67.2,16.5,33.9,106.7,58.7,150.4,2131.4,0.0,963.7,252.1,123.3,64.0,69.0,55.9,170.0,299.2,43.1,477.2,30.2,86.3,31.6,31.0,33.4,22.4,22.9,18.0,47.2,17.9,40.8,19.5,2862.05,2221.6000000000004,750.9
701,5,25.9,0.0,0.0,0.0,99,1005.5,0.0,0.0,25.2,1.0,1315.6,1713.6,399.3,105.7,353.6,442.7,448.1,132.0,225.6,16.9,51.1,0.0,0.0,265.8,45.4,684.9,22.3,120.5,64.9,20.3,32.9,102.9,56.9,148.8,2106.2,325.5,965.0,259.1,124.1,66.3,66.3,50.8,157.9,298.4,41.1,473.1,30.5,87.1,30.6,26.8,32.7,21.4,23.7,17.3,48.4,18.5,37.6,19.6,2797.1000000000004,2159.05,738.15
702,6,25.2,0.0,0.7,50.0,99,1005.6,0.0,0.07,25.0,1.0,1294.9,1681.1,345.2,99.2,360.6,441.5,444.8,128.0,216.5,47.0,52.6,0.0,0.0,254.4,62.2,698.3,22.4,120.0,70.2,9.9,32.8,61.8,54.4,129.2,2138.9,326.9,939.8,258.6,124.0,72.5,65.5,52.4,158.4,298.0,42.0,480.2,26.8,86.2,30.8,26.6,20.1,24.8,30.8,24.2,46.8,18.4,36.2,19.0,2748.9,2123.3,717.9000000000001
703,7,25.8,0.0,0.0,0.0,99,1006.1,0.7,0.36,26.1,1.0,1302.8,1655.4,374.7,82.0,361.3,442.9,446.3,131.0,214.1,43.1,48.3,0.0,0.0,257.8,40.0,698.5,22.4,126.2,67.7,3.1,59.3,79.8,57.3,124.3,2149.3,338.6,965.0,274.4,116.9,143.6,66.8,60.7,154.7,284.3,50.7,493.8,24.1,95.2,32.0,27.7,26.2,21.2,31.4,17.7,47.2,18.1,45.5,19.0,2755.15,2142.35,718.4
704,8,27.3,0.0,0.0,0.0,98,1006.6,1.0,1.02,29.2,1.0,1375.8,1696.0,386.7,57.4,377.1,454.3,494.9,147.4,212.4,30.9,50.1,0.0,0.0,257.8,46.5,771.4,24.6,128.8,69.6,10.5,59.3,63.5,57.5,0.0,2300.5,344.2,1009.5,281.9,127.2,191.5,93.5,71.6,164.7,229.9,50.4,522.1,0.0,84.2,31.0,24.8,28.3,30.1,33.4,32.6,47.0,17.6,37.8,19.1,2828.1000000000004,2200.6,688.55
705,9,28.9,0.0,0.6,230.0,85,1006.9,1.0,1.76,36.0,1.0,1377.4,1668.3,413.2,74.2,390.4,459.2,433.5,156.0,236.3,30.7,50.4,0.0,0.0,286.5,54.4,724.2,32.4,131.3,79.9,10.6,60.2,73.8,58.0,0.0,2304.1,321.3,1012.7,309.7,120.0,212.7,79.1,86.9,170.8,199.3,54.2,528.2,0.0,100.2,32.3,30.6,23.4,31.4,27.3,18.3,48.0,17.6,49.2,21.3,2843.2,2185.3,690.5
706,10,30.3,0.0,1.6,200.0,68,1006.8,1.0,2.44,44.3,1.0,1406.1,1707.1,421.9,83.4,388.6,476.8,430.6,160.5,236.7,34.0,52.6,0.0,0.0,284.6,54.4,808.7,32.3,133.4,71.0,11.1,59.7,83.0,61.5,0.0,2231.6,323.8,1057.9,305.3,102.4,208.6,79.2,85.8,165.1,104.8,56.8,541.0,0.0,112.5,34.5,33.6,23.3,33.3,36.9,18.3,48.2,18.1,50.5,19.4,2782.0,2121.45,706.6
707,11,31.0,0.0,2.9,180.0,71,1006.2,1.0,2.96,49.7,1.0,1435.6,1854.9,445.8,90.8,403.4,491.1,490.9,165.9,242.3,30.8,53.7,0.0,0.0,289.1,77.1,762.4,33.4,129.9,75.1,13.3,58.5,102.3,60.5,0.0,2272.3,336.3,1048.9,356.0,112.8,183.1,75.2,88.6,171.6,83.8,65.4,536.8,0.0,105.1,41.7,41.6,27.5,33.5,28.6,34.0,50.6,31.4,52.3,19.3,2902.7,2229.6,718.05
708,12,31.3,0.0,1.0,90.0,68,1005.8,0.9,3.24,49.3,1.0,1537.5,1805.3,429.2,63.4,394.8,481.6,470.9,167.7,242.4,33.8,54.7,0.0,0.0,342.8,59.6,826.6,37.6,131.6,73.2,17.0,71.7,94.9,66.2,0.0,2402.5,366.2,1057.8,326.9,135.9,160.7,78.5,87.3,175.0,188.5,60.2,553.1,0.0,103.4,39.5,36.3,21.1,45.7,35.0,18.3,47.6,18.3,54.3,19.3,3057.6000000000004,2309.95,769.55
709,13,32.2,0.0,2.3,230.0,66,1005.0,0.8,2.54,50.4,1.0,1537.5,1986.0,449.0,110.7,422.6,495.9,556.4,164.5,258.4,40.5,52.8,0.0,0.0,381.0,60.0,826.6,34.8,136.7,74.6,17.9,70.9,101.6,60.7,0.0,2560.4,347.1,1117.0,333.7,152.4,198.7,80.1,93.0,185.0,231.3,58.6,575.5,0.0,110.3,41.4,40.8,24.3,29.5,31.7,19.8,48.4,18.3,59.0,19.0,3204.75,2494.55,769.55
710,14,32.9,0.0,1.8,200.0,67,1004.8,0.5,2.25,52.5,1.0,1519.9,1979.3,435.9,113.7,415.2,509.0,530.8,191.6,237.6,45.9,60.8,0.0,0.0,355.4,63.1,810.0,36.6,131.6,81.2,18.2,66.8,97.3,69.9,89.4,2615.6,0.0,1133.2,332.9,148.8,206.1,79.3,91.2,169.0,230.7,60.8,596.1,0.0,122.3,36.5,32.4,23.5,33.1,56.0,34.7,59.0,19.9,74.6,19.2,3281.1,2563.35,811.4
711,15,31.6,0.0,2.2,160.0,70,1004.5,0.8,2.27,44.1,1.0,1468.1,1975.8,441.5,99.7,404.8,515.0,540.9,173.1,242.3,50.5,65.4,0.0,0.0,339.7,61.5,767.0,34.6,130.2,77.4,18.0,63.1,93.9,65.6,24.9,2649.5,0.0,1136.0,350.1,156.4,211.6,79.2,85.2,170.3,219.5,63.2,604.6,0.0,119.3,35.8,33.3,24.5,37.0,40.9,38.4,64.8,18.9,66.2,19.1,3268.0,2559.3,748.0500000000001
712,16,30.6,0.0,2.7,200.0,76,1004.6,0.3,1.27,42.2,1.0,1499.6,1998.5,447.0,81.7,414.9,520.2,551.2,174.0,271.8,36.6,75.6,0.0,0.0,349.2,58.5,789.4,37.2,129.1,77.7,20.0,64.7,87.8,63.7,93.9,2642.9,0.0,1138.3,344.4,160.0,219.5,80.2,91.5,183.5,237.0,59.0,595.0,11.5,113.0,37.0,32.8,27.0,41.3,34.3,20.4,47.6,25.1,67.0,18.8,3348.8500000000004,2593.6499999999996,801.65
713,17,30.1,0.0,2.1,180.0,67,1004.0,0.6,1.51,39.1,1.0,1523.7,2032.0,435.0,124.2,408.4,509.4,553.5,184.3,279.0,43.3,56.8,0.0,0.0,354.3,87.1,790.1,38.1,127.7,77.3,19.4,72.8,101.4,60.1,122.3,2727.0,0.0,1190.4,357.0,166.2,171.0,84.2,97.5,175.0,261.7,61.4,645.0,22.1,119.2,46.9,47.3,27.2,45.2,28.8,20.4,59.5,26.9,69.8,19.6,3374.3,2635.8999999999996,826.15
714,18,30.1,0.0,3.6,180.0,72,1004.0,0.9,1.18,34.8,1.0,1482.2,2049.2,448.1,148.2,416.2,488.8,567.0,177.5,289.8,39.0,56.5,0.0,0.0,366.9,68.8,763.0,38.3,131.1,80.7,22.9,63.0,98.7,57.4,121.3,2534.1,0.0,1067.1,326.8,155.3,150.5,73.8,95.6,178.3,270.0,49.7,533.2,22.1,110.5,45.9,39.9,21.2,39.4,28.7,34.3,46.8,18.8,63.7,18.9,3240.8,2556.7,807.7
715,19,29.3,0.0,1.8,180.0,85,1004.4,0.6,0.39,31.0,1.0,1493.9,2020.0,467.9,138.8,402.3,481.7,548.4,204.9,291.8,34.5,57.3,0.0,0.0,367.4,68.5,781.6,34.2,137.7,71.8,18.0,61.3,119.9,58.4,138.3,2399.6,0.0,1067.0,297.5,136.8,74.5,73.2,106.6,171.8,306.8,39.6,538.3,33.5,109.0,44.2,44.5,35.1,35.1,30.8,32.4,53.5,33.2,55.6,19.1,3228.4,2514.2,822.0999999999999
716,20,28.8,0.0,1.7,180.0,87,1004.9,0.0,0.08,29.2,1.0,1566.9,2068.3,478.4,139.6,396.1,489.0,586.7,209.8,290.9,37.5,50.4,0.0,0.0,392.8,70.7,792.0,38.4,134.2,78.4,11.4,63.3,139.3,63.3,146.3,2408.7,0.0,1049.3,307.2,146.8,77.0,75.1,101.3,163.6,279.4,37.8,528.0,34.7,108.5,47.8,39.7,35.4,24.1,31.7,20.2,47.8,16.6,56.4,19.3,3305.6000000000004,2527.35,860.65
717,21,28.1,0.0,2.0,200.0,90,1005.9,0.0,0.0,28.2,1.0,1531.8,1971.6,449.9,133.9,392.3,470.5,530.0,156.6,275.2,28.9,55.6,0.0,0.0,395.5,97.5,754.5,33.6,134.4,70.2,15.1,44.0,135.2,60.2,148.6,2367.0,0.0,1036.9,304.7,150.4,76.3,63.5,95.4,167.5,270.8,40.7,528.0,32.2,112.0,35.4,36.3,39.2,39.1,16.4,22.5,47.0,16.8,55.9,18.9,3190.55,2446.65,847.3499999999999
718,22,27.6,0.0,1.8,180.0,96,1006.5,0.0,0.0,27.2,1.0,1490.4,1951.6,440.5,132.1,384.5,491.2,526.3,150.2,273.2,49.9,56.0,0.0,0.0,382.9,79.1,726.1,37.6,131.4,71.1,21.9,44.9,123.5,58.8,155.7,2330.5,0.0,1035.9,295.7,159.1,70.8,60.5,98.5,161.8,268.5,35.9,501.1,32.2,97.3,44.2,36.9,41.6,33.2,32.0,26.9,46.7,16.4,47.3,19.1,3180.05,2441.8999999999996,823.5999999999999
719,23,26.9,0.0,0.3,0.0,96,1006.4,0.0,0.0,26.5,1.0,1498.2,1947.6,448.1,114.7,384.0,467.1,570.5,147.7,254.9,28.3,50.4,0.0,0.0,371.8,72.9,749.6,33.0,123.6,65.8,7.6,46.9,136.5,59.5,142.0,2295.5,0.0,1001.4,276.9,159.9,72.1,67.6,90.3,158.6,269.0,41.6,483.2,31.2,100.0,43.1,34.5,36.5,28.8,26.7,19.0,46.3,17.5,54.2,18.9,3150.65,2423.0,824.6500000000001
720,0,26.7,0.0,0.5,90.0,98,1006.2,0.0,0.0,26.0,0.0,1463.4,1798.2,432.4,114.6,369.9,454.7,475.6,142.4,236.2,45.9,49.8,0.0,0.0,347.1,65.0,737.9,30.1,123.3,64.5,14.9,36.6,129.0,57.7,144.4,2288.2,0.0,1015.8,281.5,164.3,72.6,65.3,76.4,169.5,298.8,43.0,469.5,31.7,96.6,35.9,29.6,43.9,21.3,13.9,20.4,47.0,16.1,50.7,19.3,3008.2,2342.7,810.05
721,1,25.9,0.0,0.1,0.0,99,1006.0,0.0,0.0,25.5,0.0,1425.9,1774.3,407.3,105.8,366.3,443.7,513.8,143.6,244.8,24.5,48.5,0.0,0.0,325.2,57.3,745.2,30.1,121.4,64.3,15.3,36.8,120.7,58.1,144.0,2222.9,0.0,990.5,291.5,159.1,69.5,66.1,67.9,166.5,288.3,37.6,478.6,31.8,92.7,44.4,31.6,45.2,19.5,13.6,18.5,47.5,17.6,46.5,19.2,2953.45,2279.6000000000004,790.1
722,2,25.8,0.0,0.0,0.0,99,1005.9,0.0,0.0,25.2,0.0,1413.8,1775.0,401.6,102.9,381.4,439.3,516.1,141.5,233.0,36.5,49.5,0.0,0.0,311.8,50.3,747.3,23.3,121.1,63.4,19.5,34.0,123.4,58.9,144.9,2181.9,0.0,974.1,259.4,153.8,63.1,67.1,60.0,159.7,283.4,34.9,478.6,32.5,92.2,31.1,38.4,35.9,20.2,12.8,33.8,46.8,18.0,43.5,19.3,2907.2,2240.55,784.4499999999999
723,3,25.6,0.0,0.0,0.0,99,1005.5,0.0,0.0,24.8,0.0,1376.6,1688.2,397.9,107.9,357.2,442.0,461.8,126.9,223.2,26.9,48.9,0.0,0.0,275.0,46.7,734.8,22.6,119.8,61.9,9.7,37.2,115.3,57.9,150.4,2178.3,0.0,955.8,259.8,126.6,72.2,67.1,55.3,164.1,267.9,35.4,474.3,33.0,85.2,45.6,34.4,38.2,22.6,18.3,18.0,46.4,32.2,38.5,19.2,2880.6499999999996,2190.6499999999996,768.7
724,4,25.2,0.0,0.0,0.0,99,1005.6,0.0,0.0,24.6,0.0,1357.1,1686.0,390.9,107.7,365.2,437.9,452.1,125.0,223.2,33.7,49.4,0.0,0.0,265.2,44.6,701.2,22.3,119.1,65.6,9.8,35.6,112.5,58.7,142.9,2131.9,0.0,963.2,248.6,126.8,70.3,73.0,50.8,169.8,269.9,33.4,457.6,31.8,79.1,29.9,15.8,36.1,20.9,14.4,17.4,45.9,17.9,32.7,19.3,2843.2,2175.1,754.9499999999999
725,5,24.3,0.0,0.7,50.0,99,1005.6,0.0,0.0,24.1,0.0,1406.6,1733.8,393.4,115.5,359.8,428.3,497.2,126.1,224.9,49.1,69.1,0.0,0.0,261.0,64.8,744.4,29.7,116.6,66.7,8.8,34.0,108.5,57.5,142.6,2162.4,0.0,927.9,265.2,121.9,72.9,71.8,48.1,168.2,322.1,34.3,454.1,31.1,78.7,30.6,26.0,33.5,21.9,23.4,17.4,45.9,17.9,32.2,19.6,2854.15,2188.55,781.3
726,6,24.0,0.0,0.8,90.0,99,1005.7,0.0,0.07,24.1,0.0,1333.2,1741.3,380.3,113.4,370.5,432.3,484.0,124.3,220.9,55.6,48.1,0.0,0.0,284.9,40.5,700.4,36.2,119.1,72.1,9.8,51.3,88.1,54.8,133.4,2112.8,328.3,946.6,244.7,112.4,76.5,66.5,50.0,169.4,310.4,31.3,461.4,26.0,86.3,30.3,17.7,20.6,23.3,26.0,16.8,45.8,18.1,41.2,19.1,2841.75,2176.1,739.9
727,7,25.0,0.0,0.5,50.0,99,1006.3,0.7,0.35,25.4,0.0,1387.7,1851.3,523.0,97.8,370.5,456.8,580.7,151.5,227.5,51.2,49.1,0.0,0.0,312.8,50.4,739.9,33.8,124.2,124.3,16.2,66.5,134.5,60.8,107.2,2179.0,331.9,951.2,285.7,115.8,117.0,94.6,56.7,174.3,275.5,47.2,470.8,16.5,78.2,31.1,22.1,22.3,22.5,28.4,17.4,45.8,18.6,31.7,19.4,2962.6,2313.1499999999996,752.0
728,8,27.0,0.0,0.8,90.0,96,1006.2,1.0,0.95,35.2,0.0,1991.7,2119.9,601.0,131.9,410.3,498.2,579.5,250.5,301.3,58.2,58.6,0.0,0.0,367.1,63.0,853.4,38.6,138.1,135.0,23.6,79.6,148.2,77.3,23.0,2233.8,336.2,986.5,295.7,123.5,137.8,80.3,81.6,170.5,236.3,49.2,485.6,0.0,92.7,43.1,32.8,30.6,24.3,32.7,17.7,46.7,17.8,42.1,18.9,3429.2,2477.7,1008.5500000000001
729,9,28.4,0.0,0.8,70.0,88,1006.1,1.0,1.75,43.8,0.0,2007.1,2327.8,649.3,100.8,445.1,579.8,654.3,276.2,307.7,53.7,63.3,0.0,0.0,370.4,73.8,935.3,44.4,145.1,153.3,27.8,78.6,173.4,94.4,0.0,2240.2,0.0,1009.2,295.9,123.9,137.3,83.3,93.2,163.1,183.1,46.6,505.7,0.0,100.9,32.4,21.7,28.9,21.8,30.0,17.4,47.4,17.8,44.3,19.2,3533.75,2584.0,1004.1
730,10,30.0,0.0,0.6,20.0,74,1005.8,1.0,2.41,47.1,0.0,1992.1,2459.5,673.8,123.8,481.0,595.6,696.8,291.6,310.8,70.3,67.7,0.0,0.0,325.0,65.4,902.5,51.7,158.3,155.2,23.6,78.9,181.7,97.1,0.0,2301.8,333.9,1036.0,300.1,110.6,161.1,83.8,94.7,161.4,207.7,57.4,526.3,0.0,96.7,31.8,29.4,21.4,23.6,29.7,17.7,61.5,18.0,47.4,18.9,3627.45,2698.75,996.2
731,11,30.5,0.0,0.3,0.0,69,1005.6,1.0,2.95,49.9,0.0,1932.6,2467.5,716.3,87.1,494.9,602.0,647.6,281.5,338.6,55.7,68.0,0.0,0.0,322.7,66.8,895.0,46.1,166.1,153.2,24.5,77.7,218.1,90.8,78.9,2424.8,0.0,1047.7,303.7,142.2,169.8,75.6,86.5,175.4,285.7,56.2,539.3,0.0,102.4,32.4,41.1,21.0,24.4,26.8,18.4,47.7,19.0,49.7,19.0,3734.7,2826.05,1010.0
732,12,31.1,0.0,0.7,360.0,69,1005.3,0.9,2.7,48.4,0.0,2119.9,2384.3,729.6,20.6,506.1,595.2,659.0,286.8,319.5,46.2,66.8,0.0,0.0,357.4,77.6,1003.7,42.6,160.8,152.4,25.6,88.5,238.9,92.4,0.0,2397.3,0.0,1099.7,308.7,151.5,152.3,81.6,83.6,177.2,228.8,59.8,561.5,0.0,101.4,39.5,40.9,26.4,35.0,34.5,37.2,48.2,18.1,51.1,19.3,3754.4,2786.35,1058.8
733,13,31.9,0.0,0.0,0.0,66,1004.6,0.2,1.33,48.5,0.0,2027.0,2497.4,713.1,58.7,532.7,629.8,675.3,302.8,325.4,68.9,64.3,0.0,0.0,349.6,71.1,945.8,48.7,165.3,144.1,24.1,93.2,216.7,93.9,105.2,2536.3,339.6,1113.9,335.8,157.7,139.1,81.6,96.6,176.0,275.7,56.9,564.9,13.6,106.2,38.7,33.7,24.1,20.4,33.2,34.2,56.0,18.5,48.6,19.0,3896.9,2887.55,1070.8
734,14,32.5,0.0,0.6,50.0,63,1003.8,1.0,3.09,50.3,0.0,1986.2,2538.7,631.3,118.3,528.1,635.6,698.1,301.3,320.2,53.2,67.3,0.0,0.0,332.2,65.8,920.4,54.0,168.5,148.3,20.9,87.7,125.6,91.6,103.2,2545.4,0.0,1119.2,313.3,163.0,156.5,75.0,93.0,182.0,281.7,53.7,566.2,12.3,103.0,43.7,31.7,22.8,25.3,21.9,34.6,49.1,21.6,59.1,19.1,3839.1,2900.25,1049.8
735,15,32.2,0.0,0.5,340.0,70,1003.3,0.5,1.86,44.5,0.0,1987.5,2682.8,670.5,92.9,529.0,616.5,750.8,359.7,341.0,80.6,73.5,0.0,0.0,298.2,63.2,936.9,50.4,168.5,156.4,29.2,88.6,135.1,96.5,23.3,2504.5,0.0,1100.0,324.7,164.0,129.5,76.1,89.4,178.5,253.5,61.6,558.9,0.0,117.4,32.1,35.9,21.8,21.6,32.3,39.2,48.7,16.0,61.0,19.0,3874.25,2934.25,994.45
736,16,33.8,0.0,0.5,110.0,58,1002.7,0.9,2.57,52.7,0.0,1926.6,2618.9,680.0,121.2,534.6,616.3,707.3,301.6,327.3,71.6,79.2,0.0,0.0,276.6,63.2,934.5,44.8,172.5,151.1,23.9,84.1,149.2,96.8,0.0,2546.2,0.0,1155.6,332.7,177.7,144.9,80.9,95.8,174.5,210.2,59.5,592.1,0.0,117.0,47.2,36.9,21.1,30.0,22.2,35.9,49.9,19.0,68.2,19.4,3848.55,2900.9,963.7
737,17,31.6,0.0,0.8,110.0,68,1002.5,0.2,0.87,37.9,0.0,1773.9,2566.4,666.6,135.9,526.7,609.4,701.6,277.7,348.8,55.5,64.4,0.0,0.0,324.6,58.5,911.6,50.8,165.2,149.3,27.9,82.3,180.0,89.1,94.6,2592.6,0.0,1144.9,328.0,178.4,130.7,78.8,97.5,177.2,238.4,54.4,592.1,0.0,109.5,43.3,35.9,24.6,22.5,29.7,19.2,48.9,18.5,73.4,18.5,3829.35,2958.15,941.0
738,18,31.6,0.0,1.3,230.0,73,1002.4,0.0,0.44,34.2,0.0,1555.2,2362.3,628.3,154.0,486.7,589.4,614.9,245.5,323.7,33.9,56.3,0.0,0.0,408.8,63.3,809.6,48.5,155.0,123.7,27.5,74.7,177.7,74.9,97.0,2501.4,0.0,1059.6,303.0,171.3,124.2,72.9,104.3,170.9,255.5,45.0,598.2,13.8,105.6,34.7,22.8,22.8,21.9,31.8,18.5,48.3,19.1,57.7,18.6,3569.05,2795.4,832.9
739,19,29.7,0.0,1.4,230.0,88,1002.8,0.0,0.23,30.6,0.0,1551.9,2244.2,552.0,149.7,429.4,558.0,629.0,202.5,291.7,66.1,53.4,0.0,0.0,408.2,68.5,782.1,40.8,145.9,105.7,21.3,85.0,148.3,69.2,146.9,2532.7,0.0,1137.4,316.6,169.9,74.2,73.1,109.1,181.5,281.3,47.8,569.7,37.3,113.9,45.5,53.0,39.2,35.4,43.4,31.9,59.7,26.1,58.9,18.5,3496.0,2714.2,854.95
740,20,28.7,0.0,1.9,230.0,97,1003.2,0.0,0.08,28.8,0.0,1586.7,2119.5,522.1,136.3,434.1,545.4,555.4,187.9,307.0,23.2,54.1,0.0,0.0,442.3,81.6,787.5,38.4,142.5,100.5,19.0,69.7,127.1,71.5,149.9,2541.5,0.0,1114.2,327.3,189.7,71.1,78.8,119.9,173.8,291.1,48.2,560.6,36.3,106.3,45.6,59.0,39.7,34.1,42.2,22.1,59.7,30.1,57.2,18.6,3418.85,2651.8500000000004,872.85
741,21,27.8,0.0,0.1,0.0,99,1003.8,0.0,0.0,27.6,0.0,1558.7,2101.8,489.4,134.2,416.3,521.9,567.3,178.8,289.4,38.4,54.1,0.0,0.0,373.1,71.3,773.1,40.9,149.2,103.3,19.2,47.4,138.1,73.0,152.7,2486.3,0.0,1089.1,304.0,188.2,76.8,69.5,115.2,173.2,290.0,44.0,548.3,34.3,106.3,45.6,40.9,38.3,21.8,26.9,22.8,47.8,30.1,57.8,18.8,3393.0,2618.8999999999996,860.25
742,22,27.6,0.0,0.0,0.0,98,1004.1,0.0,0.0,26.8,0.0,1553.9,1973.9,483.2,124.6,418.3,505.1,502.7,177.9,258.9,23.2,53.0,0.0,0.0,392.1,71.2,759.9,37.1,138.6,88.7,17.3,43.7,128.3,66.3,153.0,2523.8,0.0,1093.4,299.1,187.0,70.2,73.6,101.0,170.2,312.1,45.3,531.3,34.5,113.7,40.6,40.3,43.0,20.4,26.5,20.0,47.0,17.5,57.5,19.5,3306.05,2569.5,858.85
