,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),holidays,HVM2,HVNM,HVEM,CentralPP,EEBuilding,MSBuilding,LSBuilding,MEBuilding,LGLibrary,StartupB,KumhoHall,CoolingPump123,CoolingPump456,MarriedAptE,Dorm9,AdvancedLight,MSBuildingE,EEBuildingE,LSBuildingE,MEBuildingE,LGLibraryE,CentralPPE,AdvancedLightE,HVNM1,HVNM2,HighVoltageCapacitor,RenewableEnergyBuilding,CollegeB,CollegeDormA,StudentUnion2,ScholarPP,FacultyApt,CollegeC,CentralResearchEquipmentCenter,CollegeA,DasanBuilding,IndustryCollabResearchBuilding,RenewableEnergyBuildingE,CollegeBE,CollegeDormAE,ScholarPPE,StudentUnion2E,FacultyAptE,CollegeCE,CentralResearchEquipmentCenterE,CollegeAE,DasanBuildingE,IndustryCollabResearchBuildingE,SV2,SV5,SV6
808,16,30.0,1.2,0.7,50,99,1002.6,0.5,1.72,39.7,0,2024.5,2599.6,668.3,147.3,553.6,561.6,762.8,223.8,332.3,51.1,68.7,209.9,137.4,264.2,55.5,1079.8,55.1,163.5,144.9,24.2,82.3,159.3,117.8,0.0,3121.3,718.4,1344.8,500.5,148.2,183.7,76.3,91.1,230.7,366.0,88.1,725.2,59.8,158.2,55.8,35.9,31.9,51.7,44.7,42.0,61.1,31.5,86.6,21.0,4152.7,3198.5,1010.25
809,17,29.6,0.0,1.1,340,97,1002.6,0.6,1.71,36.6,0,1752.6,2411.9,690.8,144.0,558.7,543.0,611.9,231.9,339.3,60.2,66.7,210.0,0.0,274.8,60.1,979.1,48.5,164.2,144.9,25.1,86.1,191.2,97.6,0.0,3027.1,717.8,1291.6,500.5,146.0,194.4,80.1,96.3,236.1,339.5,86.6,736.3,39.0,157.7,60.1,38.2,36.5,51.0,28.8,36.5,72.8,30.9,85.5,27.4,3890.4500000000003,3050.75,876.05
810,18,29.4,0.0,1.6,250,98,1002.3,0.5,0.87,32.0,0,1519.8,2343.0,652.4,168.3,511.0,525.1,609.5,197.2,345.3,65.9,66.0,0.0,0.0,349.8,56.3,874.9,49.0,158.5,127.9,23.1,68.4,187.5,76.5,0.0,2920.4,727.7,1248.4,438.2,164.1,202.0,80.8,104.4,220.2,329.0,69.3,715.9,5.5,137.0,46.1,55.2,23.1,54.1,29.4,40.8,68.1,15.9,80.9,18.5,3703.2000000000003,2992.2,758.75
811,19,28.9,0.0,2.6,270,98,1002.2,0.5,0.44,29.8,0,1555.6,2252.4,512.0,202.8,496.8,512.9,570.9,155.0,313.1,52.4,56.5,0.0,0.0,340.8,61.8,867.1,43.7,153.8,103.0,16.8,72.9,106.4,71.3,0.0,2801.1,718.8,1145.6,410.9,168.5,138.1,68.2,117.1,210.7,329.3,53.0,673.4,0.0,133.7,49.6,46.4,39.3,46.4,38.9,40.9,52.8,22.3,73.9,17.2,3485.25,2765.05,780.25
812,20,28.4,0.0,0.9,270,99,1002.5,0.1,0.1,28.1,0,1567.7,2180.8,489.6,205.6,496.4,495.7,516.0,143.6,321.7,39.1,55.3,0.0,0.0,368.7,65.4,869.9,48.5,149.6,98.2,20.8,71.5,101.5,66.8,0.0,2655.2,0.0,1141.2,357.3,172.5,94.3,66.7,109.8,198.8,335.8,44.0,678.6,0.0,129.6,44.6,50.8,63.4,50.2,38.0,34.3,52.2,26.6,82.9,17.3,3399.5,2679.05,783.7
813,21,27.9,0.0,1.3,250,99,1002.7,0.0,0.0,27.9,0,1613.6,2132.8,477.1,202.3,485.1,473.7,549.2,142.1,288.3,34.4,58.2,0.0,0.0,372.5,69.7,882.0,40.6,163.0,86.4,19.9,55.4,97.4,65.4,0.0,2626.8,666.7,1098.4,345.2,187.7,85.8,72.6,109.4,191.1,328.2,42.3,688.4,0.0,135.0,43.1,42.0,37.2,41.1,33.4,37.1,51.1,26.7,71.3,17.6,3377.8999999999996,2627.2,805.45
814,22,27.3,0.0,1.8,230,99,1003.2,0.0,0.0,27.0,0,1575.3,2060.7,467.6,185.0,491.0,471.2,494.7,135.4,279.2,36.6,53.3,0.0,0.0,377.3,65.0,874.1,40.1,145.6,85.4,15.2,44.0,89.5,68.1,0.0,2546.6,673.1,1077.1,324.7,179.6,60.7,73.1,108.5,207.0,356.5,38.1,625.5,0.0,117.3,43.4,38.1,47.5,43.3,35.5,19.6,64.0,28.0,68.8,17.5,3314.8,2534.95,785.4
815,23,26.9,0.0,1.6,230,99,1003.5,0.0,0.0,26.6,0,1554.6,2018.1,436.8,184.6,462.7,457.3,532.9,128.3,274.8,36.4,53.4,0.0,0.0,379.4,64.0,851.2,39.1,142.8,85.0,18.5,45.2,90.9,63.5,0.0,2465.9,700.0,1049.2,308.5,170.8,70.3,65.5,94.4,208.4,345.5,34.8,610.2,0.0,106.6,41.8,47.2,48.4,35.3,38.1,19.6,49.8,16.2,57.5,17.6,3241.4,2483.6499999999996,776.75
816,0,26.8,0.0,1.7,230,99,1003.6,0.0,0.0,26.9,0,1546.4,1999.8,423.7,166.5,461.0,456.7,497.7,119.7,252.2,47.2,52.5,0.0,0.0,355.6,64.2,843.9,36.2,140.7,77.2,13.5,38.7,95.9,61.9,0.0,2381.3,710.0,1034.7,304.8,173.8,69.6,71.2,81.4,202.5,332.1,31.0,613.4,0.0,107.3,40.9,43.8,36.8,26.1,15.1,19.7,49.8,20.8,58.7,16.5,3150.8,2440.2,776.45
817,1,26.8,0.0,2.1,230,99,1003.4,0.0,0.0,26.7,0,1469.4,1918.5,418.4,166.5,449.9,447.6,519.4,113.2,262.7,36.9,53.0,0.0,0.0,344.2,61.9,799.4,37.0,147.3,78.9,7.8,38.6,88.3,61.7,0.0,2368.4,695.7,969.9,292.1,157.6,62.4,71.2,72.0,198.3,328.3,33.9,576.5,0.0,99.4,37.0,45.2,36.0,27.1,28.4,25.7,50.2,20.8,52.5,17.3,3065.6499999999996,2344.8999999999996,739.25
818,2,26.6,0.0,1.6,230,99,1003.2,0.0,0.0,26.6,0,1464.8,1885.1,405.3,152.6,450.8,444.1,460.7,110.0,243.6,32.9,53.0,0.0,0.0,315.1,51.4,850.5,35.3,138.9,76.4,14.7,36.5,75.8,63.5,0.0,2270.7,720.6,979.4,287.9,145.7,61.0,65.7,70.4,193.7,328.2,36.2,591.2,0.0,89.5,37.0,31.7,38.6,34.4,19.6,18.1,58.4,25.8,44.1,16.4,2959.8500000000004,2279.3,734.1
819,3,26.4,0.0,0.9,230,99,1003.4,0.0,0.0,26.3,0,1443.2,1838.3,411.6,156.7,440.6,424.2,451.3,103.8,246.4,33.7,54.2,0.0,0.0,295.7,45.9,849.4,32.5,137.9,75.6,6.9,36.6,72.9,59.6,0.0,2301.6,729.6,985.7,282.5,150.2,66.8,65.4,57.8,203.1,326.4,33.2,573.1,0.0,91.6,39.6,35.1,36.3,28.1,28.0,18.5,50.4,15.5,40.9,17.4,2977.8500000000004,2270.1000000000004,724.2
820,4,26.5,0.0,1.4,230,99,1003.4,0.0,0.0,26.6,0,1443.3,1844.1,400.2,162.9,436.2,424.4,456.9,102.8,240.0,39.5,53.7,0.0,0.0,291.1,42.8,827.0,29.4,138.5,76.7,3.1,38.8,81.4,60.1,0.0,2249.7,712.8,980.0,285.8,135.6,75.0,70.7,55.8,189.2,340.2,35.2,571.0,0.0,86.2,26.4,24.1,44.5,42.8,15.2,17.8,49.3,13.4,37.9,16.7,2953.8999999999996,2259.35,721.35
821,5,26.4,0.0,0.5,230,99,1003.6,0.0,0.0,26.3,0,1404.7,1833.6,382.2,153.8,439.7,424.4,502.6,100.8,247.7,34.4,52.7,0.0,0.0,275.5,42.2,825.5,29.5,134.4,76.7,6.4,36.2,75.2,57.6,0.0,2271.3,790.3,930.3,283.5,124.5,168.0,74.2,58.2,188.5,326.3,39.7,552.8,0.0,84.3,34.6,33.2,35.2,32.0,24.3,17.7,48.8,14.9,35.9,17.4,2921.45,2258.1,704.5
822,6,26.5,0.0,0.5,200,99,1003.8,0.0,0.06,26.6,0,1443.6,1822.5,416.7,125.0,432.6,424.4,490.9,108.9,245.9,25.6,54.3,0.0,0.0,285.8,42.9,822.1,30.3,133.6,86.1,15.9,47.2,94.3,63.8,0.0,2302.6,778.7,951.1,292.5,124.3,177.2,72.5,61.6,184.4,330.0,38.1,565.6,0.0,88.1,38.4,19.1,21.8,43.1,26.8,17.4,49.9,25.0,45.1,19.6,2935.0,2272.7,718.95
823,7,26.9,0.0,0.6,180,99,1004.1,0.3,0.29,27.6,0,1452.0,1875.2,529.1,124.3,450.6,422.1,497.8,124.9,243.6,39.0,54.7,0.0,0.0,343.4,46.8,798.5,31.1,138.7,108.2,6.9,70.2,128.4,86.1,0.0,2472.1,720.8,1032.1,301.3,128.0,175.9,91.1,75.8,213.0,310.8,64.9,591.7,0.0,96.7,30.8,25.1,22.3,35.9,36.5,18.3,50.8,28.4,46.4,19.5,3178.65,2452.8,727.8
824,8,27.5,0.0,1.1,230,99,1004.3,0.2,0.57,29.4,0,1983.0,2255.1,632.2,169.0,493.0,482.0,599.0,178.5,317.6,43.4,70.9,210.3,139.3,429.8,61.9,876.0,44.5,148.9,140.0,17.5,80.9,143.5,109.8,0.0,2791.0,732.3,1154.4,400.0,136.1,220.5,86.6,90.1,225.8,280.6,94.3,639.5,27.2,128.9,48.9,38.9,32.2,36.2,37.2,34.4,61.4,30.2,69.3,21.8,3815.2000000000003,2839.95,984.75
825,9,28.7,0.0,1.3,250,98,1004.0,0.5,1.19,32.7,0,2104.5,2563.5,694.6,178.7,528.9,547.6,710.2,222.0,352.1,63.2,74.7,209.9,137.9,439.9,61.5,1021.0,53.4,161.6,165.7,20.1,80.9,159.1,138.7,0.0,2992.7,743.3,1270.3,419.1,146.3,220.2,81.7,93.1,229.3,331.8,103.4,679.6,63.4,147.7,54.5,42.2,39.4,56.9,39.6,41.8,69.9,25.7,77.6,23.5,4126.5,3119.2,1053.15
826,10,30.0,0.0,1.4,230,91,1003.9,0.8,1.92,37.8,0,2138.2,2533.3,688.0,173.7,542.1,573.3,686.2,239.9,339.8,56.8,100.6,209.9,137.6,454.9,59.9,1061.5,55.4,161.0,188.7,22.4,84.8,151.0,130.4,0.0,3082.3,745.9,1309.6,453.4,136.4,217.1,82.3,86.8,239.6,317.5,125.5,712.8,81.3,154.6,51.4,51.2,25.0,55.1,39.2,36.3,67.2,29.3,82.8,29.7,4180.1,3155.1000000000004,1069.15
827,11,30.6,0.0,1.9,250,80,1003.5,0.8,2.53,37.8,0,2081.0,2593.0,782.2,176.5,560.1,569.0,700.7,232.4,368.4,55.1,91.0,210.0,137.4,465.7,77.7,1038.3,49.4,163.1,181.3,22.4,85.2,228.9,115.5,0.0,3072.2,715.2,1330.0,455.8,151.5,230.2,76.8,80.8,241.3,301.8,115.1,725.1,91.8,151.3,48.5,42.1,28.3,51.7,40.4,37.4,60.9,28.7,84.2,20.5,4172.05,3204.3500000000004,1060.5
828,12,30.8,0.0,1.5,250,79,1003.0,0.7,2.8,37.2,0,2169.1,2515.2,767.3,133.5,560.4,555.1,675.4,237.2,350.0,54.8,78.7,210.3,137.5,399.7,62.5,1073.5,47.7,165.2,171.4,21.9,84.6,234.9,108.8,0.0,3083.5,735.8,1297.9,457.3,149.4,240.7,79.5,84.1,245.5,285.3,99.6,710.9,104.8,143.2,52.4,48.3,31.7,58.1,35.4,36.3,69.4,29.1,85.6,22.8,4193.1,3146.5,1078.0
829,13,31.5,0.0,1.1,340,77,1002.4,0.4,2.25,38.9,0,2204.7,2666.7,741.6,179.7,558.4,604.2,719.3,243.7,369.3,47.0,88.1,209.7,137.5,436.5,58.9,1095.8,48.5,166.1,181.3,23.4,85.0,189.8,128.5,0.0,3156.0,735.3,1324.3,529.0,180.8,232.5,71.4,76.4,241.9,305.1,111.6,720.9,114.6,156.3,56.6,51.3,36.2,51.5,33.2,42.6,75.7,34.5,99.5,26.6,4317.85,3254.7,1101.15
830,14,31.3,0.0,2.4,270,82,1002.0,0.4,1.83,38.6,0,2139.5,2639.2,728.9,237.9,578.9,607.8,637.0,251.8,363.4,55.6,75.0,209.8,137.5,357.9,47.4,1064.8,51.1,166.1,179.3,24.0,87.0,164.8,132.3,0.0,3126.5,713.7,1382.2,473.9,161.5,247.8,73.2,79.6,252.7,247.4,120.8,738.1,97.2,164.1,57.3,40.5,22.2,34.4,32.0,36.2,64.9,38.5,96.3,20.0,4230.4,3265.6499999999996,1071.4
831,15,32.4,0.0,0.8,320,72,1001.6,0.9,2.61,39.9,0,2187.2,2732.5,705.8,177.3,582.3,616.5,676.6,261.2,369.0,45.0,74.3,209.8,137.3,343.1,46.8,1158.4,51.1,162.2,148.9,23.8,78.2,179.4,134.3,0.0,3228.4,667.8,1424.8,471.9,175.6,227.9,80.0,82.3,258.3,295.9,116.9,805.9,79.9,154.9,60.3,40.5,24.2,49.7,32.0,40.3,69.5,33.4,89.6,28.0,4350.55,3293.4,1095.55
832,16,32.9,0.0,1.9,250,77,1001.3,0.7,1.94,41.0,0,2157.8,2660.9,719.8,162.4,581.1,596.6,718.7,254.4,339.1,79.1,71.8,209.9,137.7,376.4,53.5,1138.5,47.1,167.3,154.3,24.1,76.6,180.7,124.2,0.0,3236.4,686.2,1396.3,446.1,169.6,211.1,82.2,87.9,266.3,341.1,100.3,801.1,53.8,159.7,54.1,36.9,27.6,48.0,32.4,36.2,71.4,22.0,89.7,20.8,4353.3,3292.45,1065.9
833,17,32.6,0.0,2.2,250,71,1001.0,1.0,2.2,38.6,0,1843.8,2485.5,686.6,173.3,577.6,585.9,612.3,235.0,337.9,64.4,68.1,0.0,0.0,412.5,50.9,1132.7,54.6,158.2,143.3,22.1,82.9,208.6,119.7,0.0,3097.4,708.4,1352.5,412.9,162.0,212.8,81.4,87.2,237.4,339.0,80.0,763.0,39.8,148.2,64.3,55.7,37.2,45.2,33.3,36.3,69.5,19.7,94.4,34.6,4017.4,3128.85,938.85
834,18,31.5,0.0,2.0,270,83,1000.8,0.6,0.97,34.9,0,1734.1,2370.5,660.3,167.8,509.4,547.7,612.9,196.2,335.5,63.8,68.3,0.0,0.0,378.1,69.9,1058.8,47.1,155.9,125.7,21.6,73.4,194.0,92.7,0.0,2940.4,670.8,1223.8,395.4,169.8,215.2,80.9,115.9,203.1,317.5,70.0,717.3,9.6,146.4,54.5,47.2,28.6,50.8,40.3,33.5,68.2,30.1,90.6,18.7,3823.5,2948.55,872.5
835,19,30.3,0.0,2.6,270,87,1000.9,0.9,0.61,30.7,0,1611.8,2268.5,509.7,215.8,505.9,528.9,539.2,184.6,304.1,64.5,63.0,0.0,0.0,413.5,71.0,878.6,46.0,153.6,97.7,21.0,71.9,118.5,74.4,0.0,2796.5,0.0,1235.4,354.0,165.6,123.7,68.4,109.1,204.6,341.3,48.8,718.8,0.0,127.8,48.4,53.3,41.2,49.7,34.7,21.7,52.2,19.0,75.5,18.6,3531.7999999999997,2797.15,801.9
836,20,29.2,0.0,1.8,250,91,1001.1,0.1,0.11,28.2,0,1646.4,2195.1,481.2,206.1,480.8,513.6,569.6,153.8,281.1,26.4,60.6,0.0,0.0,413.3,69.0,868.8,47.7,144.4,91.3,20.7,81.8,97.3,68.6,0.0,2693.7,0.0,1139.3,342.0,179.2,85.2,68.0,105.1,203.5,363.7,46.6,684.8,0.0,136.7,44.5,57.8,39.6,42.0,33.1,34.3,64.0,15.1,74.4,17.4,3460.2,2686.5,822.15
837,21,28.8,0.0,2.0,270,96,1001.4,0.0,0.0,28.1,0,1601.2,2157.0,449.7,195.1,482.5,500.6,560.9,148.5,290.3,31.7,76.0,0.0,0.0,389.9,67.8,888.0,41.0,147.9,92.6,17.6,56.4,89.6,66.0,0.0,2627.3,666.1,1123.9,346.9,181.1,83.3,75.4,102.5,196.8,341.8,46.2,676.0,0.0,123.4,43.8,45.6,37.1,33.3,34.2,33.1,51.8,27.2,69.2,16.8,3371.5,2638.8,799.85
838,22,28.1,0.0,1.8,230,99,1001.7,0.0,0.0,27.6,0,1630.7,2036.0,459.4,196.7,466.2,481.6,474.6,138.8,285.1,24.3,55.9,0.0,0.0,400.9,74.3,874.5,44.5,148.1,85.5,18.2,64.8,94.1,65.0,0.0,2596.0,0.0,1082.7,310.4,176.2,58.8,71.0,106.9,199.9,335.8,46.8,642.3,0.0,114.1,41.0,38.1,62.9,23.4,45.9,20.3,59.3,14.6,64.1,17.3,3353.5,2565.1,814.75
839,23,27.7,0.0,1.0,250,99,1001.6,0.0,0.0,26.7,0,1568.3,2025.9,431.3,187.5,453.7,468.2,497.1,128.5,279.3,28.6,56.1,0.0,0.0,393.2,81.3,860.6,38.4,146.9,80.6,18.2,60.4,83.3,62.4,0.0,2478.9,667.8,1052.2,307.9,177.1,65.7,65.9,96.1,198.5,340.4,43.8,624.0,0.0,117.0,38.9,49.0,50.5,23.2,29.2,19.5,61.4,15.3,61.1,16.8,3208.0,2474.8999999999996,785.5
840,0,27.1,0.0,2.1,230,99,1001.3,0.0,0.0,26.1,0,1538.0,1863.2,422.1,152.4,441.2,463.7,438.4,130.3,256.0,40.9,53.6,0.0,0.0,383.1,68.7,853.6,34.3,143.9,78.2,16.7,45.1,83.4,60.8,0.0,2399.3,684.5,1044.0,296.8,158.2,66.8,72.2,87.7,195.9,327.7,37.6,605.9,0.0,96.6,36.4,31.5,36.4,23.3,15.2,19.8,57.6,13.8,58.0,16.1,3115.95,2377.8,771.5
841,1,27.0,0.0,1.5,200,99,1001.0,0.0,0.0,26.3,0,1516.7,1839.6,402.0,154.5,437.3,442.2,425.7,123.3,256.7,24.7,53.0,0.0,0.0,354.4,59.4,817.6,31.1,139.1,77.5,8.6,40.5,84.8,62.9,0.0,2342.8,702.5,1035.4,288.5,142.1,69.5,72.8,69.5,196.7,346.0,34.1,602.7,0.0,102.5,33.3,34.9,40.1,31.4,26.2,20.8,50.4,15.0,55.1,18.7,3047.6,2306.3,755.3
842,2,26.8,0.0,1.5,230,99,1000.9,0.0,0.0,26.4,0,1472.0,1846.1,390.5,142.2,424.9,445.5,486.4,122.9,244.0,28.5,53.8,0.0,0.0,338.4,51.4,836.5,27.4,138.5,78.3,7.8,38.6,67.8,59.2,0.0,2276.4,689.7,975.7,293.5,139.1,56.8,70.4,65.6,195.3,353.0,31.4,565.5,0.0,92.5,37.4,39.6,38.3,23.8,26.0,18.1,51.1,13.6,48.6,17.3,2994.25,2304.8,734.8
843,3,27.0,0.0,1.6,230,99,1000.9,0.0,0.0,26.6,0,1423.1,1835.9,394.9,140.1,431.6,439.5,435.9,115.3,235.5,33.7,54.3,0.0,0.0,302.6,44.5,826.5,27.7,142.3,80.4,6.7,38.5,67.7,57.5,0.0,2238.3,715.1,994.5,279.0,136.3,64.1,65.6,59.5,198.0,317.6,29.4,579.7,0.0,86.9,29.9,39.6,38.4,23.1,27.3,18.7,49.7,15.6,46.2,16.7,2920.55,2240.85,716.6
844,4,26.9,0.0,1.6,230,99,1000.8,0.0,0.0,26.5,0,1407.7,1785.9,391.9,166.8,423.1,433.1,437.1,112.6,234.5,52.9,55.7,0.0,0.0,296.5,39.7,835.9,28.0,135.8,75.1,16.4,38.5,63.4,58.0,0.0,2255.3,728.2,987.0,268.9,122.8,62.4,71.3,57.5,196.0,327.1,37.2,575.5,0.0,84.8,33.6,23.6,36.8,21.8,15.8,18.1,50.2,12.8,43.0,17.5,2920.25,2221.45,706.25
845,5,26.7,0.0,1.6,230,99,1000.9,0.0,0.0,26.4,0,1424.5,1791.1,403.1,133.3,432.5,437.8,442.8,112.4,258.2,28.0,54.3,0.0,0.0,273.7,41.6,857.6,28.9,143.6,84.4,7.4,39.5,71.4,56.9,0.0,2267.4,729.0,988.9,270.3,119.0,121.9,72.8,57.6,196.6,325.3,26.9,596.0,0.0,77.7,27.1,27.1,44.3,30.5,19.5,31.9,50.0,15.8,37.3,17.3,2899.4,2236.15,710.6
846,6,26.7,0.0,1.4,230,99,1000.9,0.0,0.06,26.8,0,1445.9,1831.6,416.2,120.5,435.3,430.6,463.0,134.4,241.5,31.6,53.7,0.0,0.0,288.8,39.9,858.1,30.0,136.4,90.4,16.4,38.2,71.5,65.8,0.0,2293.5,716.1,976.7,272.1,107.9,185.9,67.5,61.8,192.1,314.4,34.4,577.0,0.0,91.1,32.4,22.7,20.7,32.7,26.8,25.7,52.1,14.3,36.4,19.6,2993.0,2279.15,722.3
847,7,27.1,0.0,1.8,230,99,1001.0,0.0,0.22,28.0,0,1612.6,1922.2,531.0,126.1,446.6,444.6,514.7,129.9,260.1,43.7,55.5,210.2,286.2,320.7,44.1,814.7,35.1,137.0,110.6,7.9,68.3,117.7,83.6,0.0,2506.4,747.1,1015.3,302.9,123.0,190.0,68.6,71.1,224.0,333.8,66.1,608.3,0.0,89.3,38.4,36.2,23.2,31.9,26.6,35.0,54.0,17.8,48.9,19.3,3282.4,2489.6,809.05
848,8,27.4,0.0,2.9,230,99,1000.8,0.0,0.37,28.9,0,1904.4,2266.9,617.4,201.9,466.8,481.3,609.4,187.1,290.7,46.6,75.3,210.3,138.6,343.9,67.2,875.9,39.7,151.7,156.1,19.0,70.5,149.1,90.1,0.0,2735.1,694.0,1147.5,338.0,137.7,202.1,81.3,81.7,227.2,315.6,76.9,630.0,35.1,118.8,45.6,44.3,27.6,43.4,43.6,33.3,64.9,30.8,68.1,26.2,3742.3500000000004,2811.5,948.0
849,9,28.3,0.0,2.1,230,99,1000.6,0.0,0.67,31.4,0,1953.6,2491.1,668.0,181.3,520.2,544.0,659.0,228.1,347.5,43.1,69.0,210.0,137.7,338.9,69.4,983.9,45.9,163.8,164.0,22.4,79.3,145.2,114.7,0.0,2950.2,690.8,1223.6,412.5,137.7,242.6,87.4,87.9,243.6,309.2,88.8,685.0,51.4,135.0,55.3,35.4,43.6,43.1,43.7,41.3,70.1,34.1,76.3,21.9,4003.1,3070.75,975.4
850,10,29.5,0.0,1.8,250,98,1000.5,0.1,0.98,34.5,0,2000.1,2493.4,718.2,176.5,538.1,575.6,647.9,241.8,347.1,44.3,74.8,210.0,137.8,318.6,58.6,1025.5,53.5,166.2,162.5,21.4,90.0,184.3,124.0,0.0,2975.2,722.9,1265.6,423.8,146.2,242.7,82.4,78.3,240.9,306.7,99.3,716.3,85.1,153.1,55.2,43.6,25.5,56.1,32.9,35.9,69.7,28.1,83.4,21.9,4039.35,3070.0,994.2
851,11,30.7,0.0,2.9,250,83,1000.0,0.6,1.98,37.4,0,2045.9,2562.5,755.8,173.3,528.8,572.5,673.1,235.8,380.8,51.1,80.1,210.1,137.4,311.8,63.9,1068.0,47.3,164.8,151.8,23.0,82.0,240.6,126.8,0.0,3057.3,706.8,1291.0,424.5,151.8,241.9,84.9,86.8,247.0,319.3,100.8,746.3,96.5,145.9,64.1,56.6,24.5,56.9,35.5,41.7,71.5,29.4,90.2,24.2,4121.35,3179.7,1022.85
852,12,31.0,0.0,2.0,250,81,999.8,0.2,1.61,37.4,0,2110.4,2463.1,747.6,146.5,528.6,568.4,605.5,237.5,331.0,54.5,76.1,210.4,137.8,366.9,68.1,1053.9,54.3,159.3,153.8,23.0,89.2,237.4,111.1,0.0,3083.6,739.2,1277.3,427.1,171.0,236.9,85.1,87.2,260.6,315.0,93.9,713.3,111.4,147.0,53.8,38.0,28.3,56.9,33.3,36.0,68.3,32.7,93.0,27.7,4151.1,3151.75,1050.45
853,13,30.8,0.0,3.0,230,83,999.1,0.3,1.66,36.6,0,2090.9,2605.5,700.3,182.2,565.0,585.2,649.2,245.5,361.1,54.5,75.8,209.9,137.6,378.2,53.3,1092.9,54.6,167.7,150.0,23.1,84.9,179.6,121.4,0.0,3115.2,741.4,1270.7,440.8,164.4,211.9,88.9,88.2,272.5,313.1,108.9,724.2,101.6,145.9,58.1,37.2,35.3,41.6,35.4,39.8,71.8,26.3,83.0,28.5,4168.0,3186.6499999999996,1044.35
854,14,32.5,0.0,2.4,250,74,998.7,0.4,1.84,44.0,0,2071.1,2672.2,671.5,198.0,553.1,591.2,705.1,286.7,359.0,57.9,69.7,210.0,137.8,316.9,52.7,1105.8,58.2,163.9,150.6,23.4,84.4,139.9,118.4,0.0,3055.5,739.0,1300.5,443.4,165.8,218.2,92.9,85.3,281.1,320.8,110.1,743.1,101.2,153.9,55.2,44.9,25.1,37.2,35.1,54.7,72.6,31.4,92.7,27.1,4186.9,3195.5,1034.95
855,15,32.3,0.0,2.7,250,82,998.1,0.7,2.03,42.8,0,2098.7,2653.1,678.8,199.1,569.0,602.5,666.8,269.5,363.0,67.9,83.8,209.7,138.0,290.1,54.8,1131.3,53.2,163.1,150.3,22.5,93.2,144.9,113.7,0.0,3088.7,718.5,1306.5,446.3,161.3,238.3,86.1,89.8,285.7,284.2,109.5,768.6,78.3,148.7,54.4,40.6,27.8,40.2,35.9,36.4,70.7,34.3,94.4,26.8,4164.4,3181.3,1034.75
856,16,32.0,0.0,3.2,230,83,997.8,0.6,1.65,42.3,0,2045.2,2567.5,685.0,210.5,553.6,594.1,668.7,245.1,332.6,56.2,65.2,209.9,137.3,283.4,55.1,1103.5,52.1,167.9,139.3,23.4,82.1,186.6,105.2,0.0,3020.4,738.2,1271.5,409.3,164.6,194.7,85.8,90.5,278.4,267.4,82.5,737.4,65.0,146.0,59.3,39.6,25.8,47.8,25.4,38.0,58.1,28.4,88.6,19.7,4081.75,3103.8500000000004,1009.45
857,17,31.3,0.0,2.7,250,84,997.4,0.6,1.14,36.4,0,1750.6,2449.0,649.4,173.4,523.1,576.7,613.8,237.5,344.3,50.5,61.5,0.0,0.0,325.9,62.4,1157.9,52.6,164.8,129.8,22.0,77.5,175.8,100.1,0.0,3017.3,704.0,1301.2,440.5,154.6,211.9,82.6,95.3,266.9,322.1,76.5,726.5,37.5,138.1,45.3,36.0,27.5,45.7,41.9,35.0,59.1,26.2,77.4,20.6,3851.0,3043.35,855.3
858,18,30.6,0.0,2.9,230,88,997.3,0.4,0.66,32.5,0,1808.2,2340.8,654.5,195.2,506.5,524.4,560.5,192.9,338.5,55.3,61.8,0.0,0.0,375.9,70.1,1038.1,44.3,157.6,118.4,19.8,69.0,183.8,83.0,0.0,2830.6,661.5,1134.9,358.8,176.7,193.4,80.7,104.3,231.9,338.8,60.0,682.5,3.7,130.5,45.5,48.1,33.9,54.7,34.3,39.2,64.3,27.1,77.3,19.4,3746.2,2898.95,904.55
859,19,29.8,0.0,2.9,250,91,997.6,0.9,0.45,30.4,0,1560.4,2262.9,518.2,226.6,488.7,488.8,596.0,151.3,290.2,39.0,57.6,0.0,0.0,373.4,67.1,903.6,37.3,145.2,100.7,19.5,76.4,97.9,72.4,0.0,2689.2,676.6,1110.4,350.4,166.4,133.1,68.2,105.9,211.0,334.2,52.9,660.5,0.0,121.0,34.2,62.1,38.4,51.8,37.3,32.9,50.5,15.7,67.3,17.2,3468.65,2719.0,779.3
860,20,29.2,0.0,1.9,250,98,998.5,0.0,0.08,29.1,0,1621.2,2162.8,475.6,225.2,477.0,484.9,508.6,146.2,303.2,53.5,57.5,0.0,0.0,376.1,60.5,872.8,39.8,146.7,88.6,20.7,66.3,92.5,66.3,0.0,2564.5,0.0,1077.0,342.2,171.5,104.7,67.6,106.0,200.3,342.2,52.3,636.6,0.0,113.9,45.8,52.2,58.9,41.4,35.4,33.6,54.4,16.2,63.4,18.4,3362.95,2588.95,811.45
